libmutter-2-0:amd64	window manager library from the Mutter window manager
libmwaw-0.3-3:amd64	import library for some old Mac text documents
libmysofa0:amd64	library to read HRTFs stored in the AES69-2015 SOFA format
libmysqlclient20:amd64	MySQL database client library
libmythes-1.2-0:amd64	simple thesaurus library
libnatpmp1	portable and fully compliant implementation of NAT-PMP
libnautilus-extension1a:amd64	libraries for nautilus components - runtime version
libncurses5:amd64	shared libraries for terminal handling
libncursesw5:amd64	shared libraries for terminal handling (wide character support)
libndp0:amd64	Library for Neighbor Discovery Protocol
libneon27-gnutls:amd64	HTTP and WebDAV client library (GnuTLS enabled)
libnet-dbus-perl	Perl extension for the DBus bindings
libnet-dns-perl	Perform DNS queries from a Perl script
libnet-domain-tld-perl	list of currently available Top-level Domains (TLDs)
libnet-http-perl	module providing low-level HTTP connection client
libnet-ip-perl	Perl extension for manipulating IPv4/IPv6 addresses
libnet-libidn-perl	Perl bindings for GNU Libidn
libnet-smtp-ssl-perl	Perl module providing SSL support to Net::SMTP
libnet-ssleay-perl	Perl module for Secure Sockets Layer (SSL)
libnetfilter-conntrack3:amd64	Netfilter netlink-conntrack library
libnetpbm10	Graphics conversion tools shared libraries
libnetplan0:amd64	YAML network configuration abstraction runtime library
libnettle6:amd64	low level cryptographic library (symmetric and one-way cryptos)
libnewt0.52:amd64	Not Erik's Windowing Toolkit - text mode windowing with slang
libnfnetlink0:amd64	Netfilter netlink library
libnghttp2-14:amd64	library implementing HTTP/2 protocol (shared library)
libnice10:amd64	ICE library (shared library)
libnih1:amd64	NIH Utility Library
libnl-3-200:amd64	library for dealing with netlink sockets
libnl-genl-3-200:amd64	library for dealing with netlink sockets - generic netlink
libnm0:amd64	GObject-based client library for NetworkManager
libnma0:amd64	library for wireless and mobile dialogs (libnm version)
libnorm1:amd64	NACK-Oriented Reliable Multicast (NORM) library
libnotify-bin	sends desktop notifications to a notification daemon (Utilities)
libnotify4:amd64	sends desktop notifications to a notification daemon
libnpth0:amd64	replacement for GNU Pth using system threads
libnspr4:amd64	NetScape Portable Runtime Library
libnss-mdns:amd64	NSS module for Multicast DNS name resolution
libnss-myhostname:amd64	nss module providing fallback resolution for the current hostname
libnss-systemd:amd64	nss module providing dynamic user and group name resolution
libnss3:amd64	Network Security Service libraries
libntfs-3g88	read/write NTFS driver for FUSE (runtime library)
libnuma1:amd64	Libraries for controlling NUMA policy
liboauth0:amd64	C library implementing OAuth Core 1.0a API (runtime)
libobjc4:amd64	Runtime library for GNU Objective-C applications
libodfgen-0.1-1:amd64	library to generate ODF documents
libofa0:amd64	library for acoustic fingerprinting
libogg0:amd64	Ogg bitstream library
libopenal-data	Software implementation of the OpenAL audio API (data files)
libopenal1:amd64	Software implementation of the OpenAL audio API (shared library)
libopencore-amrnb0:amd64	Adaptive Multi Rate speech codec - shared library
libopencore-amrwb0:amd64	Adaptive Multi-Rate - Wideband speech codec - shared library
libopenexr22:amd64	runtime files for the OpenEXR image library
libopenjp2-7:amd64	JPEG 2000 image compression/decompression library
libopenmpt0:amd64	module music library based on OpenMPT -- shared library
libopus0:amd64	Opus codec runtime library
liborc-0.4-0:amd64	Library of Optimized Inner Loops Runtime Compiler
liborcus-0.13-0:amd64	library for processing spreadsheet documents
libp11-kit0:amd64	library for loading and coordinating access to PKCS#11 modules - runtime
libpackagekit-glib2-18:amd64	Library for accessing PackageKit using GLib
libpagemaker-0.0-0:amd64	Library for importing and converting PageMaker Documents
libpam-cap:amd64	POSIX 1003.1e capabilities (PAM module)
libpam-gnome-keyring:amd64	PAM module to unlock the GNOME keyring upon login
libpam-modules:amd64	Pluggable Authentication Modules for PAM
libpam-modules-bin	Pluggable Authentication Modules for PAM - helper binaries
libpam-runtime	Runtime support for the PAM library
libpam-systemd:amd64	system and service manager - PAM module
libpam0g:amd64	Pluggable Authentication Modules library
libpango-1.0-0:amd64	Layout and rendering of internationalized text
libpangocairo-1.0-0:amd64	Layout and rendering of internationalized text
libpangoft2-1.0-0:amd64	Layout and rendering of internationalized text
libpangomm-1.4-1v5:amd64	C++ Wrapper for pango (shared libraries)
libpangoxft-1.0-0:amd64	Layout and rendering of internationalized text
libpaper-utils	library for handling paper characteristics (utilities)
libpaper1:amd64	library for handling paper characteristics
libparse-debianchangelog-perl	parse Debian changelogs and output them in other formats
libparted-fs-resize0:amd64	disk partition manipulator - shared FS resizing library
libparted2:amd64	disk partition manipulator - shared library
libpcap0.8:amd64	system interface for user-level packet capture
libpcaudio0	C API to different audio devices - shared library
libpci3:amd64	Linux PCI Utilities (shared library)
libpciaccess0:amd64	Generic PCI access library for X
libpcre16-3:amd64	Old Perl 5 Compatible Regular Expression Library - 16 bit runtime files
libpcre3:amd64	Old Perl 5 Compatible Regular Expression Library - runtime files
libpcre3:i386	Old Perl 5 Compatible Regular Expression Library - runtime files
libpcre3-dev:amd64	Old Perl 5 Compatible Regular Expression Library - development files
libpcre32-3:amd64	Old Perl 5 Compatible Regular Expression Library - 32 bit runtime files
libpcrecpp0v5:amd64	Old Perl 5 Compatible Regular Expression Library - C++ runtime files
libpcsclite1:amd64	Middleware to access a smart card using PC/SC (library)
libpeas-1.0-0:amd64	Application plugin library
libpeas-common	Application plugin library (common files)
libperl4-corelibs-perl	libraries historically supplied with Perl 4
libperl5.26:amd64	shared Perl library
libperlio-gzip-perl	module providing a PerlIO layer to gzip/gunzip
libpgm-5.2-0:amd64	OpenPGM shared library
libphonenumber7:amd64	parsing/formatting/validating phone numbers
libpipeline1:amd64	pipeline manipulation library
libpixman-1-0:amd64	pixel-manipulation library for X and cairo
libplist3:amd64	Library for handling Apple binary and XML property lists
libplymouth4:amd64	graphical boot animation and logger - shared libraries
libpng16-16:amd64	PNG library - runtime (version 1.6)
libpolkit-agent-1-0:amd64	PolicyKit Authentication Agent API
libpolkit-backend-1-0:amd64	PolicyKit backend API
libpolkit-gobject-1-0:amd64	PolicyKit Authorization API
libpoppler-glib8:amd64	PDF rendering library (GLib-based shared library)
libpoppler73:amd64	PDF rendering library
libpopt0:amd64	lib for parsing cmdline parameters
libpostproc54:amd64	FFmpeg library for post processing - runtime files
libpotrace0	library for tracing bitmaps
libprocps6:amd64	library for accessing process information from /proc
libprotobuf10:amd64	protocol buffers C++ library
libproxy1-plugin-gsettings:amd64	automatic proxy configuration management library (GSettings plugin)
libproxy1-plugin-networkmanager:amd64	automatic proxy configuration management library (Network Manager plugin)
libproxy1v5:amd64	automatic proxy configuration management library (shared)
libpsl5:amd64	Library for Public Suffix List (shared libraries)
libpulse-mainloop-glib0:amd64	PulseAudio client libraries (glib support)
libpulse0:amd64	PulseAudio client libraries
libpulsedsp:amd64	PulseAudio OSS pre-load library
libpwquality-common	library for password quality checking and generation (data files)
libpwquality1:amd64	library for password quality checking and generation
libpython-stdlib:amd64	interactive high-level object-oriented language (default python version)
libpython2.7:amd64	Shared Python runtime library (version 2.7)
libpython2.7-minimal:amd64	Minimal subset of the Python language (version 2.7)
libpython2.7-stdlib:amd64	Interactive high-level object-oriented language (standard library, version 2.7)
libpython3-stdlib:amd64	interactive high-level object-oriented language (default python3 version)
libpython3.6:amd64	Shared Python runtime library (version 3.6)
libpython3.6-minimal:amd64	Minimal subset of the Python language (version 3.6)
libpython3.6-stdlib:amd64	Interactive high-level object-oriented language (standard library, version 3.6)
libqmi-glib5:amd64	Support library to use the Qualcomm MSM Interface (QMI) protocol
libqmi-proxy	Proxy to communicate with QMI ports
libqpdf21:amd64	runtime library for PDF transformation/inspection software
libqqwing2v5:amd64	tool for generating and solving Sudoku puzzles (library)
libqt4-dbus:amd64	Qt 4 D-Bus module
libqt4-declarative:amd64	Qt 4 Declarative module
libqt4-network:amd64	Qt 4 network module
libqt4-script:amd64	Qt 4 script module
libqt4-sql:amd64	Qt 4 SQL module
libqt4-sql-mysql:amd64	Qt 4 MySQL database driver
libqt4-xml:amd64	Qt 4 XML module
libqt4-xmlpatterns:amd64	Qt 4 XML patterns module
libqtcore4:amd64	Qt 4 core module
libqtdbus4:amd64	Qt 4 D-Bus module library
libqtgui4:amd64	Qt 4 GUI module
libquadmath0:amd64	GCC Quad-Precision Math Library
libraptor2-0:amd64	Raptor 2 RDF syntax library
librasqal3:amd64	Rasqal RDF query library
libraw1394-11:amd64	library for direct access to IEEE 1394 bus (aka FireWire)
libraw16:amd64	raw image decoder library
librdf0:amd64	Redland Resource Description Framework (RDF) library
libreadline7:amd64	GNU readline and history libraries, run-time libraries
libreoffice-avmedia-backend-gstreamer	GStreamer backend for LibreOffice
libreoffice-base-core	office productivity suite -- shared library
libreoffice-calc	office productivity suite -- spreadsheet
libreoffice-common	office productivity suite -- arch-independent files
libreoffice-core	office productivity suite -- arch-dependent files
libreoffice-draw	office productivity suite -- drawing
libreoffice-gnome	office productivity suite -- GNOME integration
libreoffice-gtk3	office productivity suite -- GTK+ 3 integration
libreoffice-help-en-us	office productivity suite -- English_american help
libreoffice-impress	office productivity suite -- presentation
libreoffice-math	office productivity suite -- equation editor
libreoffice-ogltrans	LibreOffice Impress extension for slide transitions using OpenGL
libreoffice-pdfimport	transitional package for PDF Import component for LibreOffice
libreoffice-style-breeze	office productivity suite -- Breeze symbol style
libreoffice-style-galaxy	office productivity suite -- Galaxy (Default) symbol style
libreoffice-style-tango	office productivity suite -- Tango symbol style
libreoffice-writer	office productivity suite -- word processor
librest-0.7-0:amd64	REST service access library
librevenge-0.0-0:amd64	Base Library for writing document interface filters
librhythmbox-core10:amd64	support library for the rhythmbox music player
libroken18-heimdal:amd64	Heimdal Kerberos - roken support library
librsvg2-2:amd64	SAX-based renderer library for SVG files (runtime)
librsvg2-common:amd64	SAX-based renderer library for SVG files (extra runtime)
librtmp1:amd64	toolkit for RTMP streams (shared library)
librubberband2:amd64	audio time-stretching and pitch-shifting library
libruby2.5:amd64	Libraries necessary to run Ruby 2.5
libsamplerate0:amd64	Audio sample rate conversion library
libsane-common	API library for scanners -- documentation and support files
libsane-hpaio:amd64	HP SANE backend for multi-function peripherals
libsane1:amd64	API library for scanners
libsasl2-2:amd64	Cyrus SASL - authentication abstraction library
libsasl2-modules:amd64	Cyrus SASL - pluggable authentication modules
libsasl2-modules-db:amd64	Cyrus SASL - pluggable authentication modules (DB)
libsbc1:amd64	Sub Band CODEC library - runtime
libsdl1.2debian:amd64	Simple DirectMedia Layer
libseccomp2:amd64	high level interface to Linux seccomp filter
libsecret-1-0:amd64	Secret store
libsecret-common	Secret store (common files)
libselinux1:amd64	SELinux runtime shared libraries
libselinux1:i386	SELinux runtime shared libraries
libsemanage-common	Common files for SELinux policy management libraries
libsemanage1:amd64	SELinux policy management library
libsensors4:amd64	library to read temperature/voltage/fan sensors
libsepol1:amd64	SELinux library for manipulating binary security policies
libserd-0-0:amd64	lightweight RDF syntax library
libsgutils2-2	utilities for devices using the SCSI command set (shared libraries)
libshine3:amd64	Fixed-point MP3 encoding library - runtime files
libshout3:amd64	MP3/Ogg Vorbis broadcast streaming library
libsidplay1v5:amd64	SID (MOS 6581) emulation library
libsigc++-2.0-0v5:amd64	type-safe Signal Framework for C++ - runtime
libsigsegv2:amd64	Library for handling page faults in a portable way
libslang2:amd64	S-Lang programming library - runtime version
libsm6:amd64	X11 Session Management library
libsmartcols1:amd64	smart column output alignment library
libsmbclient:amd64	shared library for communication with SMB/CIFS servers
libsmbios-c2	Provide access to (SM)BIOS information -- dynamic library
libsnapd-glib1:amd64	GLib snapd library
libsnappy1v5:amd64	fast compression/decompression library
libsndfile1:amd64	Library for reading/writing audio files
libsndio6.1:amd64	Small audio and MIDI framework from OpenBSD, runtime libraries
libsnmp-base	SNMP configuration script, MIBs and documentation
libsnmp30:amd64	SNMP (Simple Network Management Protocol) library
libsocket6-perl	Perl extensions for IPv6
libsodium23:amd64	Network communication, cryptography and signaturing library
libsonic0:amd64	Simple library to speed up or slow down speech
libsord-0-0:amd64	library for storing RDF data in memory
libsoundtouch1:amd64	Sound stretching library
libsoup-gnome2.4-1:amd64	HTTP library implementation in C -- GNOME support library
libsoup2.4-1:amd64	HTTP library implementation in C -- Shared library
libsox-fmt-alsa:amd64	SoX alsa format I/O library
libsox-fmt-base:amd64	Minimal set of SoX format libraries
libsox3:amd64	SoX library of audio effects and processing
libsoxr0:amd64	High quality 1D sample-rate conversion library
libspandsp2:amd64	Telephony signal processing library
libspectre1:amd64	Library for rendering PostScript documents
libspeechd2:amd64	Speech Dispatcher: Shared libraries
libspeex1:amd64	The Speex codec runtime library
libspeexdsp1:amd64	The Speex extended runtime library
libsqlite0	SQLite 2 shared library
libsqlite3-0:amd64	SQLite 3 shared library
libsratom-0-0:amd64	library for serialising LV2 atoms to/from Turtle
libsrtp2-1:amd64	Secure RTP (SRTP) and UST Reference Implementations - shared library
libss2:amd64	command-line interface parsing library
libssh-4:amd64	tiny C SSH library (OpenSSL flavor)
libssh-gcrypt-4:amd64	tiny C SSH library (gcrypt flavor)
libssh2-1:amd64	SSH2 client-side library
libssl1.0.0:amd64	Secure Sockets Layer toolkit - shared libraries
libssl1.1:amd64	Secure Sockets Layer toolkit - shared libraries
libstartup-notification0:amd64	library for program launch feedback (shared library)
libstdc++-7-dev:amd64	GNU Standard C++ Library v3 (development files)
libstdc++6:amd64	GNU Standard C++ Library v3
libstemmer0d:amd64	Snowball stemming algorithms for use in Information Retrieval
libsub-name-perl	module for assigning a new name to referenced sub
libsuitesparseconfig5:amd64	configuration routines for all SuiteSparse modules
libswresample2:amd64	FFmpeg library for audio resampling, rematrixing etc. - runtime files
libswscale4:amd64	FFmpeg library for image scaling and various conversions - runtime files
libsys-hostname-long-perl	Figure out the long (fully-qualified) hostname
libsysmetrics1:amd64	Report hardware and other collected metrics - shared lib
libsystemd0:amd64	systemd utility library
libtag1v5:amd64	audio meta-data library
libtag1v5-vanilla:amd64	audio meta-data library - vanilla flavour
libtalloc2:amd64	hierarchical pool based memory allocator
libtasn1-6:amd64	Manage ASN.1 structures (runtime)
libtdb1:amd64	Trivial Database - shared library
libteamdctl0:amd64	library for communication with `teamd` process
libtevent0:amd64	talloc-based event loop library - shared library
libtext-charwidth-perl	get display widths of characters on the terminal
libtext-iconv-perl	converts between character sets in Perl
libtext-levenshtein-perl	implementation of the Levenshtein edit distance
libtext-wrapi18n-perl	internationalized substitute of Text::Wrap
libthai-data	Data files for Thai language support library
libthai0:amd64	Thai language support library
libtheora0:amd64	Theora Video Compression Codec
libtie-ixhash-perl	Perl module to order associative arrays
libtiff5:amd64	Tag Image File Format (TIFF) library
libtimedate-perl	collection of modules to manipulate date/time information
libtinfo5:amd64	shared low-level terminfo library for terminal handling
libtinyxml2-6:amd64	C++ XML parsing library
libtool	Generic library support script
libtotem-plparser-common	Totem Playlist Parser library - common files
libtotem-plparser18:amd64	Totem Playlist Parser library - runtime files
libtotem0:amd64	Main library for the Totem media player
libtracker-sparql-2.0-0:amd64	metadata database, indexer and search tool - library
libtry-tiny-perl	module providing minimalistic try/catch
libtsan0:amd64	ThreadSanitizer -- a Valgrind-based detector of data races (runtime)
libtwolame0:amd64	MPEG Audio Layer 2 encoding library
libu2f-udev	Universal 2nd Factor (U2F) common files
libubsan0:amd64	UBSan -- undefined behaviour sanitizer (runtime)
libudev1:amd64	libudev shared library
libudev1:i386	libudev shared library
libudisks2-0:amd64	GObject based library to access udisks2
libumfpack5:amd64	sparse LU factorization library
libunistring2:amd64	Unicode string library for C
libunity-protocol-private0:amd64	binding to get places into the launcher - private library
libunity-scopes-json-def-desktop	binding to get places into the launcher - desktop def file
libunity9:amd64	binding to get places into the launcher - shared library
libunwind8:amd64	library to determine the call-chain of a program - runtime
libupower-glib3:amd64	abstraction for power management - shared library
liburi-perl	module to manipulate and access URI strings
libusb-0.1-4:amd64	userspace USB programming library
libusb-1.0-0:amd64	userspace USB programming library
libusbmuxd4:amd64	USB multiplexor daemon for iPhone and iPod Touch devices - library
libutempter0:amd64	privileged helper for utmp/wtmp updates (runtime)
libuuid1:amd64	Universally Unique ID library
libv4l-0:amd64	Collection of video4linux support libraries
libv4lconvert0:amd64	Video4linux frame format conversion library
libva-drm2:amd64	Video Acceleration (VA) API for Linux -- DRM runtime
libva-wayland2:amd64	Video Acceleration (VA) API for Linux -- Wayland runtime
libva-x11-2:amd64	Video Acceleration (VA) API for Linux -- X11 runtime
libva2:amd64	Video Acceleration (VA) API for Linux -- runtime
libvdpau1:amd64	Video Decode and Presentation API for Unix (libraries)
libvisio-0.1-1:amd64	library for parsing the visio file structure
libvisual-0.4-0:amd64	audio visualization framework
libvncclient1:amd64	API to write one's own VNC server - client library
libvo-aacenc0:amd64	VisualOn AAC encoder library
libvo-amrwbenc0:amd64	VisualOn AMR-WB encoder library
libvolume-key1	Library for manipulating storage encryption keys and passphrases
libvorbis0a:amd64	decoder library for Vorbis General Audio Compression Codec
libvorbisenc2:amd64	encoder library for Vorbis General Audio Compression Codec
libvorbisfile3:amd64	high-level API for Vorbis General Audio Compression Codec
libvpx5:amd64	VP8 and VP9 video codec (shared library)
libvte-2.91-0:amd64	Terminal emulator widget for GTK+ 3.0 - runtime files
libvte-2.91-common	Terminal emulator widget for GTK+ 3.0 - common files
libvulkan1:amd64	Vulkan loader library
libwacom-bin	Wacom model feature query library -- binaries
libwacom-common	Wacom model feature query library (common files)
libwacom2:amd64	Wacom model feature query library
libwavpack1:amd64	audio codec (lossy and lossless) - library
libwayland-client0:amd64	wayland compositor infrastructure - client library
libwayland-cursor0:amd64	wayland compositor infrastructure - cursor library
libwayland-egl1:amd64	wayland compositor infrastructure - EGL library
libwayland-egl1-mesa:amd64	transitional dummy package
libwayland-server0:amd64	wayland compositor infrastructure - server library
libwbclient0:amd64	Samba winbind client library
libwebkit2gtk-4.0-37:amd64	Web content engine library for GTK+
libwebp6:amd64	Lossy compression of digital photographic images.
libwebpdemux2:amd64	Lossy compression of digital photographic images.
libwebpmux3:amd64	Lossy compression of digital photographic images.
libwebrtc-audio-processing1:amd64	AudioProcessing module from the WebRTC project.
libwhoopsie-preferences0	Ubuntu error tracker submission settings - shared library
libwhoopsie0:amd64	Ubuntu error tracker submission - shared library
libwildmidi-config	software MIDI player configuration
libwildmidi2:amd64	software MIDI player library
libwind0-heimdal:amd64	Heimdal Kerberos - stringprep implementation
libwinpr2-2:amd64	Windows Portable Runtime library
libwmf-bin	Windows metafile conversion tools
libwmf0.2-7:amd64	Windows metafile conversion library
libwmf0.2-7-gtk	Windows metafile conversion library
libwnck-3-0:amd64	Window Navigator Construction Kit - runtime files
libwnck-3-common	Window Navigator Construction Kit - common files
libwoff1:amd64	library for converting fonts to WOFF 2.0
libwpd-0.10-10:amd64	Library for handling WordPerfect documents (shared library)
libwpg-0.3-3:amd64	WordPerfect graphics import/convert library (shared library)
libwps-0.4-4:amd64	Works text file format import filter library (shared library)
libwrap0:amd64	Wietse Venema's TCP wrappers library
libwww-perl	simple and consistent interface to the world-wide web
libwww-robotrules-perl	database of robots.txt-derived permissions
libx11-6:amd64	X11 client-side library
libx11-data	X11 client-side library
libx11-protocol-perl	Perl module for the X Window System Protocol, version 11
libx11-xcb1:amd64	Xlib/XCB interface library
libx264-152:amd64	x264 video coding library
libx265-146:amd64	H.265/HEVC video stream encoder (shared library)
libxapian30:amd64	Search engine library
libxatracker2:amd64	X acceleration library -- runtime
libxau6:amd64	X11 authorisation library
libxaw7:amd64	X11 Athena Widget library
libxcb-dri2-0:amd64	X C Binding, dri2 extension
libxcb-dri3-0:amd64	X C Binding, dri3 extension
libxcb-glx0:amd64	X C Binding, glx extension
libxcb-icccm4:amd64	utility libraries for X C Binding -- icccm
libxcb-image0:amd64	utility libraries for X C Binding -- image
libxcb-keysyms1:amd64	utility libraries for X C Binding -- keysyms
libxcb-present0:amd64	X C Binding, present extension
libxcb-randr0:amd64	X C Binding, randr extension
libxcb-render-util0:amd64	utility libraries for X C Binding -- render-util
libxcb-render0:amd64	X C Binding, render extension
libxcb-res0:amd64	X C Binding, res extension
libxcb-shape0:amd64	X C Binding, shape extension
libxcb-shm0:amd64	X C Binding, shm extension
libxcb-sync1:amd64	X C Binding, sync extension
libxcb-util1:amd64	utility libraries for X C Binding -- atom, aux and event
libxcb-xfixes0:amd64	X C Binding, xfixes extension
libxcb-xkb1:amd64	X C Binding, XKEYBOARD extension
libxcb-xv0:amd64	X C Binding, xv extension
libxcb1:amd64	X C Binding
libxcomposite1:amd64	X11 Composite extension library
libxcursor1:amd64	X cursor management library
libxdamage1:amd64	X11 damaged region extension library
libxdmcp6:amd64	X11 Display Manager Control Protocol library
libxext6:amd64	X11 miscellaneous extension library
libxfixes3:amd64	X11 miscellaneous 'fixes' extension library
libxfont2:amd64	X11 font rasterisation library
libxft2:amd64	FreeType-based font drawing library for X
libxi6:amd64	X11 Input extension library
libxinerama1:amd64	X11 Xinerama extension library
libxkbcommon-x11-0:amd64	library to create keymaps with the XKB X11 protocol
libxkbcommon0:amd64	library interface to the XKB compiler - shared library
libxkbfile1:amd64	X11 keyboard file manipulation library
libxklavier16:amd64	X Keyboard Extension high-level API
libxml-libxml-perl	Perl interface to the libxml2 library
libxml-namespacesupport-perl	Perl module for supporting simple generic namespaces
libxml-parser-perl	Perl module for parsing XML files
libxml-sax-base-perl	base class for SAX drivers and filters
libxml-sax-expat-perl	Perl module for a SAX2 driver for Expat (XML::Parser)
libxml-sax-perl	Perl module for using and building Perl SAX2 XML processors
libxml-simple-perl	Perl module for reading and writing XML
libxml-twig-perl	Perl module for processing huge XML documents in tree mode
libxml-xpathengine-perl	re-usable XPath engine for DOM-like trees
libxml2:amd64	GNOME XML library
libxml2-dev:amd64	Development files for the GNOME XML library
libxmlb1:amd64	Binary XML library
libxmlsec1:amd64	XML security library
libxmlsec1-nss:amd64	Nss engine for the XML security library
libxmu6:amd64	X11 miscellaneous utility library
libxmuu1:amd64	X11 miscellaneous micro-utility library
libxpm4:amd64	X11 pixmap library
libxrandr2:amd64	X11 RandR extension library
libxrender1:amd64	X Rendering Extension client library
libxres1:amd64	X11 Resource extension library
libxshmfence1:amd64	X shared memory fences - shared library
libxslt1.1:amd64	XSLT 1.0 processing library - runtime library
libxss1:amd64	X11 Screen Saver extension library
libxt6:amd64	X11 toolkit intrinsics library
libxtables12:amd64	netfilter xtables library
libxtst6:amd64	X11 Testing -- Record extension library
libxv1:amd64	X11 Video extension library
libxvidcore4:amd64	Open source MPEG-4 video codec (library)
libxvmc1:amd64	X11 Video extension library
libxxf86dga1:amd64	X11 Direct Graphics Access extension library
libxxf86vm1:amd64	X11 XFree86 video mode extension library
libyajl2:amd64	Yet Another JSON Library
libyaml-0-2:amd64	Fast YAML 1.1 parser and emitter library
libyaml-libyaml-perl	Perl interface to libyaml, a YAML implementation
libyelp0:amd64	Library for the GNOME help browser
libzbar0:amd64	bar code scanner and decoder (library)
libzeitgeist-2.0-0:amd64	library to access Zeitgeist - shared library
libzmq5:amd64	lightweight messaging kernel (shared library)
libzstd1:amd64	fast lossless compression algorithm
libzvbi-common	Vertical Blanking Interval decoder (VBI) - common files
libzvbi0:amd64	Vertical Blanking Interval decoder (VBI) - runtime files
light-themes	Light Themes (Ambiance and Radiance)
lintian	Debian package checker
linux-base	Linux image base package
linux-firmware	Firmware for Linux kernel drivers
linux-generic	Complete Generic Linux kernel and headers
linux-headers-4.15.0-101	Header files related to Linux kernel version 4.15.0
linux-headers-4.15.0-101-generic	Linux kernel headers for version 4.15.0 on 64 bit x86 SMP
linux-headers-4.15.0-99	Header files related to Linux kernel version 4.15.0
linux-headers-4.15.0-99-generic	Linux kernel headers for version 4.15.0 on 64 bit x86 SMP
linux-headers-generic	Generic Linux kernel headers
linux-image-4.15.0-101-generic	Signed kernel image generic
linux-image-4.15.0-99-generic	Signed kernel image generic
linux-image-generic	Generic Linux kernel image
linux-libc-dev:amd64	Linux Kernel Headers for development
linux-modules-4.15.0-101-generic	Linux kernel extra modules for version 4.15.0 on 64 bit x86 SMP
linux-modules-4.15.0-99-generic	Linux kernel extra modules for version 4.15.0 on 64 bit x86 SMP
linux-modules-extra-4.15.0-101-generic	Linux kernel extra modules for version 4.15.0 on 64 bit x86 SMP
linux-modules-extra-4.15.0-99-generic	Linux kernel extra modules for version 4.15.0 on 64 bit x86 SMP
linux-signed-generic	Complete Signed Generic Linux kernel and headers (dummy transitional package)
linux-sound-base	base package for ALSA and OSS sound systems
locales	GNU C Library: National Language (locale) data [support]
login	system login tools
logrotate	Log rotation utility
lp-solve	Solve (mixed integer) linear programming problems
lsb-base	Linux Standard Base init script functionality
lsb-release	Linux Standard Base version reporting utility
lshw	information about hardware configuration
lsof	Utility to list open files
ltrace	Tracks runtime library calls in dynamically linked programs
m4	macro processing language
make	utility for directing compilation
man-db	on-line manual pager
manpages	Manual pages about using a GNU/Linux system
manpages-dev	Manual pages about using GNU/Linux for development
mawk	a pattern scanning and text processing language
mc	Midnight Commander - a powerful file manager
mc-data	Midnight Commander - a powerful file manager -- data files
media-player-info	Media player identification files
memtest86+	thorough real-mode memory tester
mesa-va-drivers:amd64	Mesa VA-API video acceleration drivers
mesa-vdpau-drivers:amd64	Mesa VDPAU video acceleration drivers
mime-support	MIME files 'mime.types' & 'mailcap', and support programs
mlocate	quickly find files on the filesystem based on their name
mobile-broadband-provider-info	database of mobile broadband service providers
modemmanager	D-Bus service for managing modems
mokutil	tools for manipulating machine owner keys
mount	tools for mounting and manipulating filesystems
mousetweaks	mouse accessibility enhancements for the GNOME desktop
mscompress	Microsoft "compress.exe/expand.exe" compatible (de)compressor
mtools	Tools for manipulating MSDOS files
mtr-tiny	Full screen ncurses traceroute tool
multiarch-support	Transitional package to ensure multiarch compatibility
mutter	lightweight GTK+ window manager
mutter-common	shared files for the Mutter window manager
mysql-common	MySQL database common files, e.g. /etc/mysql/my.cnf
mythes-en-us	English (USA) Thesaurus for LibreOffice
nano	small, friendly text editor inspired by Pico
nautilus	file manager and graphical shell for GNOME
nautilus-data	data files for nautilus
nautilus-dropbox	Dropbox integration for Nautilus
nautilus-extension-brasero:amd64	CD/DVD burning integration for Nautilus
nautilus-extension-gnome-terminal	GNOME terminal emulator application
nautilus-sendto	easily send files via email from within Nautilus
nautilus-share	Nautilus extension to share folder using Samba
ncdu	ncurses disk usage viewer
ncurses-base	basic terminal type definitions
ncurses-bin	terminal-related programs and man pages
ncurses-term	additional terminal type definitions
netbase	Basic TCP/IP networking system
netcat-openbsd	TCP/IP swiss army knife
netpbm	Graphics conversion tools between image formats
netplan.io	YAML network configuration abstraction for various backends
network-manager	network management framework (daemon and userspace tools)
network-manager-config-connectivity-ubuntu NetworkManager configuration to enable connectivity checking
network-manager-gnome	network management framework (GNOME frontend)
network-manager-pptp	network management framework (PPTP plugin core)
network-manager-pptp-gnome	network management framework (PPTP plugin GNOME GUI)
networkd-dispatcher	Dispatcher service for systemd-networkd connection status changes
notification-daemon	daemon for displaying passive pop-up notifications
nplan	YAML network configuration abstraction - transitional package
ntfs-3g	read/write NTFS driver for FUSE
openprinting-ppds	OpenPrinting printer support - PostScript PPD files
openssh-client	secure shell (SSH) client, for secure access to remote machines
openssh-server	secure shell (SSH) server, for secure access from remote machines
openssh-sftp-server	secure shell (SSH) sftp server module, for SFTP access from remote machines
openssl	Secure Sockets Layer toolkit - cryptographic utility
opus-tools	Opus codec command line tools
orca	Scriptable screen reader
os-prober	utility to detect other OSes on a set of drives
p11-kit	p11-glue utilities
p11-kit-modules:amd64	p11-glue proxy and trust modules
packagekit	Provides a package management service
packagekit-tools	Provides PackageKit command-line tools
pan	newsreader based on GTK2, which looks like Forte Agent
parted	disk partition manipulator
passwd	change and administer password and group data
patch	Apply a diff file to an original
patchutils	Utilities to work with patches
pciutils	Linux PCI Utilities
pcmciautils	PCMCIA utilities for Linux 2.6
perl	Larry Wall's Practical Extraction and Report Language
perl-base	minimal Perl system
